region_0,region_1,region_2,region_3,M49 code,ISO-alpha3 code
Asia,Asia,South-eastern Asia,Cambodia,116,KHM
Asia,Asia,South-eastern Asia,Indonesia,360,IDN
Asia,Asia,South-eastern Asia,Lao People's Democratic Republic,418,LAO
Asia,Asia,South-eastern Asia,Malaysia,458,MYS
Asia,Asia,South-eastern Asia,Myanmar,104,MMR
Asia,Asia,South-eastern Asia,Philippines,608,PHL
Asia,Asia,South-eastern Asia,Singapore,702,SGP
Asia,Asia,South-eastern Asia,Thailand,764,THA
Asia,Asia,South-eastern Asia,Timor-Leste,626,TLS
Asia,Asia,South-eastern Asia,Viet Nam,704,VNM
Asia,Asia,Southern Asia,Afghanistan,4,AFG
Asia,Asia,Southern Asia,Bangladesh,50,BGD
Asia,Asia,Southern Asia,Bhutan,64,BTN
Asia,Asia,Southern Asia,India,356,IND
Asia,Asia,Southern Asia,Iran (Islamic Republic of),364,IRN
Asia,Asia,Southern Asia,Maldives,462,MDV
Asia,Asia,Southern Asia,Nepal,524,NPL
Asia,Asia,Southern Asia,Pakistan,586,PAK
Asia,Asia,Southern Asia,Sri Lanka,144,LKA
Asia,Asia,Western Asia,Armenia,51,ARM
Asia,Asia,Western Asia,Azerbaijan,31,AZE
Asia,Asia,Western Asia,Bahrain,48,BHR
Asia,Asia,Western Asia,Cyprus,196,CYP
Asia,Asia,Western Asia,Georgia,268,GEO
Asia,Asia,Western Asia,Iraq,368,IRQ
Asia,Asia,Western Asia,Israel,376,ISR
Asia,Asia,Western Asia,Jordan,400,JOR
Asia,Asia,Western Asia,Kuwait,414,KWT
Asia,Asia,Western Asia,Lebanon,422,LBN
Asia,Asia,Western Asia,Oman,512,OMN
Asia,Asia,Western Asia,Qatar,634,QAT
Asia,Asia,Western Asia,Saudi Arabia,682,SAU
Asia,Asia,Western Asia,State of Palestine,275,PSE
Asia,Asia,Western Asia,Syrian Arab Republic,760,SYR
Asia,Asia,Western Asia,Turkey,792,TUR
Asia,Asia,Western Asia,United Arab Emirates,784,ARE
Asia,Asia,Western Asia,Yemen,887,YEM
Europe,Europe,Eastern Europe,Belarus,112,BLR
Europe,Europe,Eastern Europe,Bulgaria,100,BGR
Europe,Europe,Eastern Europe,Czechia,203,CZE
Europe,Europe,Eastern Europe,Hungary,348,HUN
Europe,Europe,Eastern Europe,Poland,616,POL
Europe,Europe,Eastern Europe,Republic of Moldova,498,MDA
Europe,Europe,Eastern Europe,Romania,642,ROU
Europe,Europe,Eastern Europe,Russian Federation,643,RUS
Europe,Europe,Eastern Europe,Slovakia,703,SVK
Europe,Europe,Eastern Europe,Ukraine,804,UKR
Europe,Europe,Northern Europe,�land Islands,248,ALA
Europe,Europe,Northern Europe,Denmark,208,DNK
Europe,Europe,Northern Europe,Estonia,233,EST
Europe,Europe,Northern Europe,Faroe Islands,234,FRO
Europe,Europe,Northern Europe,Finland,246,FIN
Europe,Europe,Northern Europe,Guernsey,831,GGY
Europe,Europe,Northern Europe,Iceland,352,ISL
Europe,Europe,Northern Europe,Ireland,372,IRL
Europe,Europe,Northern Europe,Isle of Man,833,IMN
Europe,Europe,Northern Europe,Jersey,832,JEY
Europe,Europe,Northern Europe,Latvia,428,LVA
Europe,Europe,Northern Europe,Lithuania,440,LTU
Europe,Europe,Northern Europe,Norway,578,NOR
Europe,Europe,Northern Europe,Svalbard and Jan Mayen Islands,744,SJM
Europe,Europe,Northern Europe,Sweden,752,SWE
Europe,Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,826,GBR
Europe,Europe,Southern Europe,Albania,8,ALB
Europe,Europe,Southern Europe,Andorra,20,AND
Europe,Europe,Southern Europe,Bosnia and Herzegovina,70,BIH
Europe,Europe,Southern Europe,Croatia,191,HRV
Europe,Europe,Southern Europe,Gibraltar,292,GIB
Europe,Europe,Southern Europe,Greece,300,GRC
Europe,Europe,Southern Europe,Holy See,336,VAT
Europe,Europe,Southern Europe,Italy,380,ITA
Europe,Europe,Southern Europe,Malta,470,MLT
Europe,Europe,Southern Europe,Montenegro,499,MNE
Europe,Europe,Southern Europe,North Macedonia,807,MKD
Europe,Europe,Southern Europe,Portugal,620,PRT
Europe,Europe,Southern Europe,San Marino,674,SMR
Europe,Europe,Southern Europe,Serbia,688,SRB
Europe,Europe,Southern Europe,Slovenia,705,SVN
Europe,Europe,Southern Europe,Spain,724,ESP
Europe,Europe,Southern Europe,Kosovo,,XKX
Europe,Europe,Western Europe,Austria,40,AUT
Europe,Europe,Western Europe,Belgium,56,BEL
Europe,Europe,Western Europe,France,250,FRA
Europe,Europe,Western Europe,Germany,276,DEU
Europe,Europe,Western Europe,Liechtenstein,438,LIE
Europe,Europe,Western Europe,Luxembourg,442,LUX
Europe,Europe,Western Europe,Monaco,492,MCO
Europe,Europe,Western Europe,Netherlands (Kingdom of the),528,NLD
Europe,Europe,Western Europe,Switzerland,756,CHE
Oceania,Oceania,Australia and New Zealand,Australia,36,AUS
Oceania,Oceania,Australia and New Zealand,Christmas Island,162,CXR
Oceania,Oceania,Australia and New Zealand,Cocos (Keeling) Islands,166,CCK
Oceania,Oceania,Australia and New Zealand,Heard Island and McDonald Islands,334,HMD
Oceania,Oceania,Australia and New Zealand,New Zealand,554,NZL
Oceania,Oceania,Australia and New Zealand,Norfolk Island,574,NFK
Oceania,Oceania,Melanesia,Fiji,242,FJI
Oceania,Oceania,Melanesia,New Caledonia,540,NCL
Oceania,Oceania,Melanesia,Papua New Guinea,598,PNG
Oceania,Oceania,Melanesia,Solomon Islands,90,SLB
Oceania,Oceania,Melanesia,Vanuatu,548,VUT
Oceania,Oceania,Micronesia,Guam,316,GUM
Oceania,Oceania,Micronesia,Kiribati,296,KIR
Oceania,Oceania,Micronesia,Marshall Islands,584,MHL
Oceania,Oceania,Micronesia,Micronesia (Federated States of),583,FSM
Oceania,Oceania,Micronesia,Nauru,520,NRU
Oceania,Oceania,Micronesia,Northern Mariana Islands,580,MNP
Oceania,Oceania,Micronesia,Palau,585,PLW
Oceania,Oceania,Micronesia,United States Minor Outlying Islands,581,UMI
Oceania,Oceania,Polynesia,American Samoa,16,ASM
Oceania,Oceania,Polynesia,Cook Islands,184,COK
Oceania,Oceania,Polynesia,French Polynesia,258,PYF
Oceania,Oceania,Polynesia,Niue,570,NIU
Oceania,Oceania,Polynesia,Pitcairn,612,PCN
Oceania,Oceania,Polynesia,Samoa,882,WSM
Oceania,Oceania,Polynesia,Tokelau,772,TKL
Oceania,Oceania,Polynesia,Tonga,776,TON
Oceania,Oceania,Polynesia,Tuvalu,798,TUV
Oceania,Oceania,Polynesia,Wallis and Futuna Islands,876,WLF
