date,p50,model,generated_at,data_cutoff,series
2025-11-30,3950.0,gemini-3-flash-preview,2026-01-10,2025-10-31,us
2025-12-31,3820.0,gemini-3-flash-preview,2026-01-10,2025-10-31,us
2026-01-31,4050.0,gemini-3-flash-preview,2026-01-10,2025-10-31,us
2026-02-28,3980.0,gemini-3-flash-preview,2026-01-10,2025-10-31,us
2026-03-31,3900.0,gemini-3-flash-preview,2026-01-10,2025-10-31,us
2026-04-30,3880.0,gemini-3-flash-preview,2026-01-10,2025-10-31,us
2026-05-31,3850.0,gemini-3-flash-preview,2026-01-10,2025-10-31,us
2026-06-30,3950.0,gemini-3-flash-preview,2026-01-10,2025-10-31,us
2026-07-31,3750.0,gemini-3-flash-preview,2026-01-10,2025-10-31,us
2026-08-31,3880.0,gemini-3-flash-preview,2026-01-10,2025-10-31,us
2026-09-30,3860.0,gemini-3-flash-preview,2026-01-10,2025-10-31,us
2026-10-31,4100.0,gemini-3-flash-preview,2026-01-10,2025-10-31,us
2025-11-30,1206.5752006212788,gemini-3-flash-preview,2026-01-10,2025-10-31,padd1
2025-12-31,1266.57824933687,gemini-3-flash-preview,2026-01-10,2025-10-31,padd1
2026-01-31,1431.665421956684,gemini-3-flash-preview,2026-01-10,2025-10-31,padd1
2026-02-28,1396.491228070175,gemini-3-flash-preview,2026-01-10,2025-10-31,padd1
2026-03-31,1222.417251755266,gemini-3-flash-preview,2026-01-10,2025-10-31,padd1
2026-04-30,1170.9462915601025,gemini-3-flash-preview,2026-01-10,2025-10-31,padd1
2026-05-31,1010.0,gemini-3-flash-preview,2026-01-10,2025-10-31,padd1
2026-06-30,1077.2727272727277,gemini-3-flash-preview,2026-01-10,2025-10-31,padd1
2026-07-31,998.4025559105432,gemini-3-flash-preview,2026-01-10,2025-10-31,padd1
2026-08-31,1054.3478260869565,gemini-3-flash-preview,2026-01-10,2025-10-31,padd1
2026-09-30,1076.6528925619832,gemini-3-flash-preview,2026-01-10,2025-10-31,padd1
2026-10-31,1142.199612403101,gemini-3-flash-preview,2026-01-10,2025-10-31,padd1
2025-11-30,1283.264302355682,gemini-3-flash-preview,2026-01-10,2025-10-31,padd2
2025-12-31,1205.7824933687002,gemini-3-flash-preview,2026-01-10,2025-10-31,padd2
2026-01-31,1230.0224047796862,gemini-3-flash-preview,2026-01-10,2025-10-31,padd2
2026-02-28,1211.954887218045,gemini-3-flash-preview,2026-01-10,2025-10-31,padd2
2026-03-31,1237.086258776329,gemini-3-flash-preview,2026-01-10,2025-10-31,padd2
2026-04-30,1285.0639386189257,gemini-3-flash-preview,2026-01-10,2025-10-31,padd2
2026-05-31,1305.0,gemini-3-flash-preview,2026-01-10,2025-10-31,padd2
2026-06-30,1359.4155844155837,gemini-3-flash-preview,2026-01-10,2025-10-31,padd2
2026-07-31,1282.9472843450478,gemini-3-flash-preview,2026-01-10,2025-10-31,padd2
2026-08-31,1325.4658385093169,gemini-3-flash-preview,2026-01-10,2025-10-31,padd2
2026-09-30,1360.7696280991734,gemini-3-flash-preview,2026-01-10,2025-10-31,padd2
2026-10-31,1464.9951550387598,gemini-3-flash-preview,2026-01-10,2025-10-31,padd2
2025-11-30,874.2557597721977,gemini-3-flash-preview,2026-01-10,2025-10-31,padd3
2025-12-31,815.6763925729442,gemini-3-flash-preview,2026-01-10,2025-10-31,padd3
2026-01-31,831.7774458551157,gemini-3-flash-preview,2026-01-10,2025-10-31,padd3
2026-02-28,832.9072681704263,gemini-3-flash-preview,2026-01-10,2025-10-31,padd3
2026-03-31,894.8094282848546,gemini-3-flash-preview,2026-01-10,2025-10-31,padd3
2026-04-30,838.5166240409204,gemini-3-flash-preview,2026-01-10,2025-10-31,padd3
2026-05-31,925.0,gemini-3-flash-preview,2026-01-10,2025-10-31,padd3
2026-06-30,877.2077922077924,gemini-3-flash-preview,2026-01-10,2025-10-31,padd3
2026-07-31,863.6182108626198,gemini-3-flash-preview,2026-01-10,2025-10-31,padd3
2026-08-31,878.6231884057971,gemini-3-flash-preview,2026-01-10,2025-10-31,padd3
2026-09-30,812.4741735537194,gemini-3-flash-preview,2026-01-10,2025-10-31,padd3
2026-10-31,878.9970930232558,gemini-3-flash-preview,2026-01-10,2025-10-31,padd3
2025-11-30,212.68444214341184,gemini-3-flash-preview,2026-01-10,2025-10-31,padd4
2025-12-31,192.51989389920425,gemini-3-flash-preview,2026-01-10,2025-10-31,padd4
2026-01-31,203.65944734876777,gemini-3-flash-preview,2026-01-10,2025-10-31,padd4
2026-02-28,194.51127819548876,gemini-3-flash-preview,2026-01-10,2025-10-31,padd4
2026-03-31,193.6308926780341,gemini-3-flash-preview,2026-01-10,2025-10-31,padd4
2026-04-30,203.4271099744245,gemini-3-flash-preview,2026-01-10,2025-10-31,padd4
2026-05-31,210.0,gemini-3-flash-preview,2026-01-10,2025-10-31,padd4
2026-06-30,235.97402597402612,gemini-3-flash-preview,2026-01-10,2025-10-31,padd4
2026-07-31,217.6517571884984,gemini-3-flash-preview,2026-01-10,2025-10-31,padd4
2026-08-31,234.9689440993789,gemini-3-flash-preview,2026-01-10,2025-10-31,padd4
2026-09-30,219.31818181818176,gemini-3-flash-preview,2026-01-10,2025-10-31,padd4
2026-10-31,228.43992248062017,gemini-3-flash-preview,2026-01-10,2025-10-31,padd4
2025-11-30,373.2202951074294,gemini-3-flash-preview,2026-01-10,2025-10-31,padd5
2025-12-31,339.44297082228115,gemini-3-flash-preview,2026-01-10,2025-10-31,padd5
2026-01-31,352.87528005974605,gemini-3-flash-preview,2026-01-10,2025-10-31,padd5
2026-02-28,344.1353383458647,gemini-3-flash-preview,2026-01-10,2025-10-31,padd5
2026-03-31,352.05616850551655,gemini-3-flash-preview,2026-01-10,2025-10-31,padd5
2026-04-30,382.0460358056265,gemini-3-flash-preview,2026-01-10,2025-10-31,padd5
2026-05-31,400.0,gemini-3-flash-preview,2026-01-10,2025-10-31,padd5
2026-06-30,400.12987012987026,gemini-3-flash-preview,2026-01-10,2025-10-31,padd5
2026-07-31,387.3801916932906,gemini-3-flash-preview,2026-01-10,2025-10-31,padd5
2026-08-31,386.59420289855075,gemini-3-flash-preview,2026-01-10,2025-10-31,padd5
2026-09-30,390.7851239669424,gemini-3-flash-preview,2026-01-10,2025-10-31,padd5
2026-10-31,385.36821705426354,gemini-3-flash-preview,2026-01-10,2025-10-31,padd5
