# Damped oscillation data for NLSQ CLI demonstration
# True parameters: A0=15.0, gamma=0.05, omega=pi, phi=0.0
time,displacement,sigma
0.000000,15.099343,0.200000
0.200669,11.968083,0.200000
0.401338,4.613899,0.200000
0.602007,-4.280383,0.200000
0.802676,-11.775478,0.200000
1.003344,-14.312095,0.200000
1.204013,-11.004841,0.200000
1.404682,-3.971309,0.200000
1.605351,4.404553,0.200000
1.806020,11.346321,0.200000
2.006689,13.472344,0.200000
2.207358,10.588637,0.200000
2.408027,3.837641,0.200000
2.608696,-4.791583,0.200000
2.809365,-11.110727,0.200000
3.010033,-13.010192,0.200000
3.210702,-10.279747,0.200000
3.411371,-3.413414,0.200000
3.612040,4.135328,0.200000
3.812709,10.029379,0.200000
4.013378,12.555042,0.200000
4.214047,9.459958,0.200000
4.414716,3.197977,0.200000
4.615385,-4.507882,0.200000
4.816054,-9.984374,0.200000
5.016722,-11.633960,0.200000
5.217391,-9.194102,0.200000
5.418060,-2.837436,0.200000
5.618729,4.007225,0.200000
5.819398,9.397792,0.200000
6.020067,10.958736,0.200000
6.220736,8.822414,0.200000
6.421405,2.656659,0.200000
6.622074,-4.242125,0.200000
6.822742,-8.888658,0.200000
7.023411,-10.773581,0.200000
7.224080,-7.925992,0.200000
7.424749,-2.815602,0.200000
7.625418,3.667341,0.200000
7.826087,8.705419,0.200000
8.026756,10.153599,0.200000
8.227425,7.544155,0.200000
8.428094,2.181292,0.200000
8.628763,-3.895083,0.200000
8.829431,-8.589931,0.200000
9.030100,-9.651340,0.200000
9.230769,-7.169071,0.200000
9.431438,-1.789171,0.200000
9.632107,3.805254,0.200000
9.832776,7.584566,0.200000
10.033445,9.097486,0.200000
10.234114,6.590632,0.200000
10.434783,1.675845,0.200000
10.635452,-3.515911,0.200000
10.836120,-7.388172,0.200000
11.036789,-8.394455,0.200000
11.237458,-6.448608,0.200000
11.438127,-1.697256,0.200000
11.638796,3.606506,0.200000
11.839465,7.460425,0.200000
12.040134,8.054620,0.200000
12.240803,5.877986,0.200000
12.441472,1.251028,0.200000
12.642140,-3.682009,0.200000
12.842809,-6.787011,0.200000
13.043478,-7.469657,0.200000
13.244147,-5.583998,0.200000
13.444816,-1.120363,0.200000
13.645485,3.418312,0.200000
13.846154,6.517474,0.200000
14.046823,7.423386,0.200000
14.247492,5.550747,0.200000
14.448161,1.173814,0.200000
14.648829,-2.937150,0.200000
14.849498,-6.879745,0.200000
15.050167,-6.815770,0.200000
15.250836,-4.917336,0.200000
15.451505,-1.111113,0.200000
15.652174,3.173559,0.200000
15.852843,5.679449,0.200000
16.053512,6.583228,0.200000
16.254181,4.714883,0.200000
16.454849,1.226974,0.200000
16.655518,-3.165161,0.200000
16.856187,-5.971260,0.200000
17.056856,-6.391662,0.200000
17.257525,-4.185297,0.200000
17.458194,-0.754848,0.200000
17.658863,2.863148,0.200000
17.859532,5.655822,0.200000
18.060201,5.991214,0.200000
18.260870,4.302368,0.200000
18.461538,0.577918,0.200000
18.662207,-2.943628,0.200000
18.862876,-5.385796,0.200000
19.063545,-5.960568,0.200000
19.264214,-3.804204,0.200000
19.464883,-0.571816,0.200000
19.665552,2.789608,0.200000
19.866221,5.024864,0.200000
20.066890,5.095707,0.200000
20.267559,3.547843,0.200000
20.468227,0.468625,0.200000
20.668896,-2.861108,0.200000
20.869565,-4.878262,0.200000
21.070234,-5.023043,0.200000
21.270903,-3.036297,0.200000
21.471572,-0.422343,0.200000
21.672241,2.665874,0.200000
21.872910,4.614781,0.200000
22.073579,4.458662,0.200000
22.274247,3.202117,0.200000
22.474916,0.395881,0.200000
22.675585,-2.037131,0.200000
22.876254,-4.460891,0.200000
23.076923,-4.533526,0.200000
23.277592,-3.019908,0.200000
23.478261,-0.550198,0.200000
23.678930,2.675513,0.200000
23.879599,4.374288,0.200000
24.080268,4.515712,0.200000
24.280936,2.647668,0.200000
24.481605,0.535289,0.200000
24.682274,-2.646279,0.200000
24.882943,-3.916407,0.200000
25.083612,-3.694755,0.200000
25.284281,-2.854672,0.200000
25.484950,-0.311514,0.200000
25.685619,2.306624,0.200000
25.886288,3.751030,0.200000
26.086957,3.609173,0.200000
26.287625,2.507171,0.200000
26.488294,-0.065786,0.200000
26.688963,-2.114607,0.200000
26.889632,-3.861310,0.200000
27.090301,-3.406370,0.200000
27.290970,-2.496342,0.200000
27.491639,-0.164064,0.200000
27.692308,2.296526,0.200000
27.892977,3.264402,0.200000
28.093645,3.568986,0.200000
28.294314,2.456186,0.200000
28.494983,-0.264627,0.200000
28.695652,-2.023268,0.200000
28.896321,-3.298903,0.200000
29.096990,-3.183874,0.200000
29.297659,-2.305564,0.200000
29.498328,-0.282121,0.200000
29.698997,2.092835,0.200000
29.899666,3.257453,0.200000
30.100334,3.216228,0.200000
30.301003,1.998775,0.200000
30.501672,-0.153153,0.200000
30.702341,-1.872128,0.200000
30.903010,-2.993215,0.200000
31.103679,-3.143599,0.200000
31.304348,-1.435106,0.200000
31.505017,0.143690,0.200000
31.705686,1.612326,0.200000
31.906355,3.043246,0.200000
32.107023,2.648683,0.200000
32.307692,1.851507,0.200000
32.508361,0.154175,0.200000
32.709030,-1.948597,0.200000
32.909699,-2.585443,0.200000
33.110368,-2.611845,0.200000
33.311037,-1.422173,0.200000
33.511706,0.482597,0.200000
33.712375,1.671110,0.200000
33.913043,2.499387,0.200000
34.113712,2.374793,0.200000
34.314381,1.322215,0.200000
34.515050,-0.141643,0.200000
34.715719,-1.589521,0.200000
34.916388,-2.472407,0.200000
35.117057,-2.252701,0.200000
35.317726,-1.387519,0.200000
35.518395,0.437403,0.200000
35.719064,1.544201,0.200000
35.919732,2.954756,0.200000
36.120401,2.415516,0.200000
36.321070,1.129050,0.200000
36.521739,-0.379027,0.200000
36.722408,-1.441815,0.200000
36.923077,-2.343539,0.200000
37.123746,-2.026300,0.200000
37.324415,-1.121503,0.200000
37.525084,0.166291,0.200000
37.725753,1.311899,0.200000
37.926421,1.888937,0.200000
38.127090,1.964672,0.200000
38.327759,1.308111,0.200000
38.528428,-0.152066,0.200000
38.729097,-1.675098,0.200000
38.929766,-2.055061,0.200000
39.130435,-1.867643,0.200000
39.331104,-1.239015,0.200000
39.531773,0.237831,0.200000
39.732441,1.384001,0.200000
39.933110,1.763429,0.200000
40.133779,1.912567,0.200000
40.334448,1.104278,0.200000
40.535117,-0.000995,0.200000
40.735786,-1.109695,0.200000
40.936455,-2.174229,0.200000
41.137124,-1.930177,0.200000
41.337793,-0.823206,0.200000
41.538462,0.329333,0.200000
41.739130,1.373215,0.200000
41.939799,2.580078,0.200000
42.140468,1.763430,0.200000
42.341137,1.091396,0.200000
42.541806,-0.043324,0.200000
42.742475,-1.091301,0.200000
42.943144,-1.787412,0.200000
43.143813,-1.408889,0.200000
43.344482,-0.960670,0.200000
43.545151,0.193004,0.200000
43.745819,1.077469,0.200000
43.946488,1.659382,0.200000
44.147157,1.939601,0.200000
44.347826,0.378014,0.200000
44.548495,-0.108161,0.200000
44.749164,-1.451602,0.200000
44.949833,-1.659701,0.200000
45.150502,-1.179196,0.200000
45.351171,-0.687310,0.200000
45.551839,0.033815,0.200000
45.752508,0.942037,0.200000
45.953177,1.627048,0.200000
46.153846,1.175345,0.200000
46.354515,0.695305,0.200000
46.555184,-0.243201,0.200000
46.755853,-1.172941,0.200000
46.956522,-0.991509,0.200000
47.157191,-1.122978,0.200000
47.357860,-1.011856,0.200000
47.558528,0.291644,0.200000
47.759197,0.869236,0.200000
47.959866,1.523166,0.200000
48.160535,1.023319,0.200000
48.361204,0.541492,0.200000
48.561873,-0.154564,0.200000
48.762542,-0.788828,0.200000
48.963211,-1.528195,0.200000
49.163880,-1.184317,0.200000
49.364548,-0.619676,0.200000
49.565217,0.125350,0.200000
49.765886,1.276834,0.200000
49.966555,1.307530,0.200000
50.167224,0.804189,0.200000
50.367893,0.670991,0.200000
50.568562,0.168644,0.200000
50.769231,-0.680355,0.200000
50.969900,-1.471622,0.200000
