location,bud_burst_date,bud_burst_days,flowering_date,flowering_days,fullbloom_date,fullbloom_days
Boryeong,1992-03-23,82.0,1992-04-03,93.0,1992-04-09,99.0
Boryeong,1993-03-27,85.0,1993-04-16,105.0,1993-04-24,113.0
Boryeong,1994-03-29,87.0,1994-04-11,100.0,1994-04-17,106.0
Boryeong,1995-03-27,85.0,1995-04-11,100.0,,
Boryeong,1996-03-29,88.0,1996-04-24,114.0,,
Boryeong,1997-03-24,82.0,1997-04-11,100.0,,
Boryeong,1998-03-07,65.0,1998-04-04,93.0,,
Boryeong,1999-03-16,74.0,1999-04-11,100.0,,
Boryeong,2000-03-22,81.0,2000-04-12,102.0,,
Boryeong,2001-03-24,82.0,2001-04-10,99.0,,
Boryeong,2002-03-22,80.0,2002-04-01,90.0,,
Boryeong,2003-03-26,84.0,2003-04-04,93.0,,
Boryeong,2004-03-20,79.0,2004-04-06,96.0,,
Boryeong,2005-03-31,89.0,2005-04-14,103.0,,
Boryeong,2006-03-24,82.0,2006-04-09,98.0,,
Boryeong,2007-03-20,78.0,2007-04-05,94.0,,
Boryeong,2008-03-26,85.0,2008-04-08,98.0,,
Boryeong,2009-03-18,76.0,2009-04-07,96.0,,
Boryeong,2010-03-27,85.0,2010-04-09,98.0,,
Boryeong,2011-04-01,90.0,2011-04-15,104.0,,
Boryeong,2012-04-05,95.0,2012-04-16,106.0,,
Boryeong,2013-03-24,82.0,2013-04-15,104.0,,
Boryeong,2014-03-28,86.0,2014-04-03,92.0,,
Boryeong,2015-03-30,88.0,2015-04-09,98.0,,
Boryeong,,,,,,
Boseong,,,,,,
Buan,1974-03-26,84.0,1973-04-06,95.0,1973-04-12,101.0
Buan,1975-03-18,76.0,1974-04-11,100.0,1974-04-16,105.0
Buan,1976-03-16,75.0,1975-04-14,103.0,1975-04-18,107.0
Buan,1977-03-25,83.0,1976-04-14,104.0,1976-04-22,112.0
Buan,1978-03-24,82.0,1977-04-14,103.0,1977-04-21,110.0
Buan,1979-03-11,69.0,1978-04-13,102.0,1978-04-20,109.0
Buan,1980-03-29,88.0,1979-04-07,96.0,1979-04-13,102.0
Buan,1986-03-27,85.0,1980-04-17,107.0,1980-04-22,112.0
Buan,1987-03-27,85.0,1981-04-15,104.0,1981-04-20,109.0
Buan,1988-03-29,88.0,1984-04-16,106.0,1984-04-20,110.0
Buan,1989-03-29,87.0,1985-04-12,101.0,1985-04-16,105.0
Buan,1990-03-30,88.0,1986-04-13,102.0,1986-04-18,107.0
Buan,1991-04-05,94.0,1987-04-07,96.0,1987-04-12,101.0
Buan,1992-03-26,85.0,1988-04-11,101.0,1988-04-16,106.0
Buan,1993-03-24,82.0,1989-04-07,96.0,1989-04-12,101.0
Buan,1994-03-27,85.0,1990-04-05,94.0,1990-04-11,100.0
Buan,1995-03-24,82.0,1991-04-13,102.0,1991-04-22,111.0
Buan,1996-03-26,85.0,1992-04-02,92.0,1992-04-11,101.0
Buan,1997-03-25,83.0,1993-04-06,95.0,1993-04-12,101.0
Buan,1998-03-22,80.0,1994-04-09,98.0,1994-04-15,104.0
Buan,1999-03-17,75.0,1995-04-10,99.0,,
Buan,2000-03-20,79.0,1996-04-20,110.0,,
Buan,2001-03-21,79.0,1997-04-07,96.0,,
Buan,2002-03-15,73.0,1998-04-05,94.0,,
Buan,2003-03-10,68.0,1999-04-08,97.0,,
Buan,2004-03-16,75.0,2000-04-08,98.0,,
Buan,2005-03-20,78.0,2001-04-06,95.0,,
Buan,2006-03-17,75.0,2002-03-31,89.0,,
Buan,2007-03-16,74.0,2003-04-01,90.0,,
Buan,2008-03-13,72.0,2004-04-05,95.0,,
Buan,,,2005-04-06,95.0,,
Buan,,,2006-04-06,95.0,,
Buan,,,2007-03-30,88.0,,
Buan,,,2008-04-07,97.0,,
Buan,,,,,,
Bukchangwon,1991-03-22,80.0,1991-04-10,99.0,1991-04-15,104.0
Bukchangwon,,,,,,
Bukchuncheon,2017-04-03,92.0,2017-04-11,100.0,2017-04-13,102.0
Bukchuncheon,2018-04-01,90.0,2018-04-06,95.0,2018-04-08,97.0
Bukchuncheon,2019-04-02,91.0,2019-04-07,96.0,2019-04-14,103.0
Bukchuncheon,2020-03-30,89.0,2020-04-01,91.0,2020-04-05,95.0
Bukchuncheon,2021-03-26,84.0,2021-04-01,90.0,2021-04-05,94.0
Bukchuncheon,2022-04-01,90.0,2022-04-11,100.0,2022-04-12,101.0
Bukchuncheon,2023-03-27,85.0,2023-04-01,90.0,2023-04-03,92.0
Bukchuncheon,2024-03-25,84.0,2024-04-03,93.0,2024-04-08,98.0
Bukchuncheon,2025-03-23,81.0,2025-04-08,97.0,2025-04-13,102.0
Bukgangneung,2009-03-20,78.0,2009-04-04,93.0,2015-04-08,97.0
Bukgangneung,2010-04-01,90.0,2010-04-18,107.0,2016-04-06,96.0
Bukgangneung,2011-03-28,86.0,2011-04-11,100.0,2017-04-04,93.0
Bukgangneung,2012-04-06,96.0,2012-04-13,103.0,2018-04-02,91.0
Bukgangneung,2013-03-24,82.0,2013-04-09,98.0,2019-04-04,93.0
Bukgangneung,2014-03-27,85.0,2014-04-02,91.0,2020-03-30,89.0
Bukgangneung,2015-03-20,78.0,2015-04-03,92.0,2021-03-31,89.0
Bukgangneung,2016-03-19,78.0,2016-04-04,94.0,2022-04-10,99.0
Bukgangneung,2017-03-19,77.0,2017-04-03,92.0,2023-03-29,87.0
Bukgangneung,2018-03-22,80.0,2018-03-31,89.0,2024-04-09,99.0
Bukgangneung,2019-03-20,78.0,2019-03-31,89.0,,
Bukgangneung,2020-03-21,80.0,2020-03-26,85.0,,
Bukgangneung,2021-03-19,77.0,2021-03-28,86.0,,
Bukgangneung,2022-03-27,85.0,2022-04-06,95.0,,
Bukgangneung,2023-03-09,67.0,2023-03-26,84.0,,
Bukgangneung,2024-03-08,67.0,2024-04-05,95.0,,
Bukgangneung,2025-03-15,73.0,2025-04-01,90.0,2025-04-06,95.0
Busan,1973-03-14,72.0,1973-03-30,88.0,1973-04-07,96.0
Busan,1974-03-25,83.0,1974-04-06,95.0,1974-04-12,101.0
Busan,1975-03-25,83.0,1975-03-30,88.0,1975-04-07,96.0
Busan,1976-03-10,69.0,1976-03-27,86.0,1977-04-03,92.0
Busan,1977-03-15,73.0,1977-03-30,88.0,1978-04-10,99.0
Busan,1978-03-17,75.0,1978-04-04,93.0,1979-04-04,93.0
Busan,1979-03-17,75.0,1979-03-27,85.0,1980-04-09,99.0
Busan,1980-03-18,77.0,1980-04-01,91.0,1981-04-07,96.0
Busan,1981-03-29,87.0,1981-03-31,89.0,1982-03-26,84.0
Busan,1982-03-15,73.0,1982-03-23,81.0,1983-04-07,96.0
Busan,1983-03-14,72.0,1983-03-31,89.0,1984-04-14,104.0
Busan,1984-03-21,80.0,1984-04-10,100.0,1985-04-09,98.0
Busan,1985-03-14,72.0,1985-04-04,93.0,1986-04-08,97.0
Busan,1986-03-17,75.0,1986-04-02,91.0,1987-04-07,96.0
Busan,1987-03-09,67.0,1987-03-29,87.0,1988-04-10,100.0
Busan,1988-03-18,77.0,1988-04-04,94.0,1989-04-03,92.0
Busan,1989-02-26,56.0,1989-03-29,87.0,1990-03-26,84.0
Busan,1990-03-05,63.0,1990-03-21,79.0,1991-04-09,98.0
Busan,1991-03-19,77.0,1991-04-05,94.0,1992-03-31,90.0
Busan,1992-03-17,76.0,1992-03-25,84.0,1993-04-04,93.0
Busan,1993-03-11,69.0,1993-03-29,87.0,1994-04-05,94.0
Busan,1994-03-22,80.0,1994-03-31,89.0,2016-04-05,95.0
Busan,1995-03-12,70.0,1995-03-26,84.0,2017-04-01,90.0
Busan,1996-03-20,79.0,1996-04-07,97.0,2018-03-30,88.0
Busan,1997-03-11,69.0,1997-03-23,81.0,2019-03-28,86.0
Busan,1998-03-06,64.0,1998-03-24,82.0,2020-03-28,87.0
Busan,1999-03-11,69.0,1999-03-28,86.0,2021-03-26,84.0
Busan,2000-03-20,79.0,2000-03-31,90.0,2022-04-01,90.0
Busan,2001-03-14,72.0,2001-03-25,83.0,2023-03-26,84.0
Busan,2002-03-09,67.0,2002-03-21,79.0,2024-04-02,92.0
Busan,2003-03-10,68.0,2003-03-26,84.0,,
Busan,2004-03-10,69.0,2004-03-21,80.0,,
Busan,2005-03-15,73.0,2005-04-03,92.0,,
Busan,2006-03-08,66.0,2006-03-27,85.0,,
Busan,2007-03-04,62.0,2007-03-25,83.0,,
Busan,2008-03-10,69.0,2008-03-25,84.0,,
Busan,2009-03-12,70.0,2009-03-20,78.0,,
Busan,2010-03-11,69.0,2010-03-30,88.0,,
Busan,2011-03-17,75.0,2011-04-01,90.0,,
Busan,2012-03-19,78.0,2012-04-05,95.0,,
Busan,2013-03-04,62.0,2013-03-21,79.0,,
Busan,2014-03-05,63.0,2014-03-25,83.0,,
Busan,2015-03-13,71.0,2015-03-28,86.0,,
Busan,2016-03-09,68.0,2016-03-28,87.0,,
Busan,2017-03-16,74.0,2017-03-28,86.0,,
Busan,2018-03-10,68.0,2018-03-27,85.0,,
Busan,2019-03-13,71.0,2019-03-22,80.0,,
Busan,2020-03-09,68.0,2020-03-23,82.0,,
Busan,2021-03-08,66.0,2021-03-22,80.0,,
Busan,2022-03-21,79.0,2022-03-28,86.0,,
Busan,2023-03-12,70.0,2023-03-19,77.0,,
Busan,2024-03-16,75.0,2024-03-25,84.0,,
Busan,2025-03-16,74.0,2025-03-28,86.0,2025-04-03,92.0
Buyeo,1976-03-19,78.0,1973-04-09,98.0,1973-04-15,104.0
Buyeo,1977-03-27,85.0,1976-04-10,100.0,1976-04-18,108.0
Buyeo,1978-03-27,85.0,1977-04-10,99.0,1977-04-14,103.0
Buyeo,1979-03-15,73.0,1978-04-13,102.0,1978-04-17,106.0
Buyeo,1980-03-10,69.0,1979-04-09,98.0,1979-04-11,100.0
Buyeo,1981-03-20,78.0,1980-04-11,101.0,1980-04-14,104.0
Buyeo,1982-03-22,80.0,1982-04-08,97.0,1982-04-13,102.0
Buyeo,1983-03-27,85.0,1983-04-09,98.0,1983-04-14,103.0
Buyeo,1984-04-05,95.0,1984-04-16,106.0,1984-04-19,109.0
Buyeo,1985-04-06,95.0,1985-04-13,102.0,1985-04-16,105.0
Buyeo,1986-03-23,81.0,1986-04-14,103.0,1986-04-17,106.0
Buyeo,1987-03-21,79.0,1987-04-10,99.0,1987-04-13,102.0
Buyeo,1988-04-06,96.0,1988-04-14,104.0,1988-04-16,106.0
Buyeo,1989-03-21,79.0,1989-04-07,96.0,1989-04-11,100.0
Buyeo,1990-03-16,74.0,1990-04-06,95.0,1990-04-10,99.0
Buyeo,1991-03-24,82.0,1991-04-11,100.0,1991-04-16,105.0
Buyeo,1992-03-22,81.0,1992-04-03,93.0,1992-04-08,98.0
Buyeo,1993-03-24,82.0,1993-04-09,98.0,1993-04-19,108.0
Buyeo,1994-03-29,87.0,1994-04-08,97.0,1994-04-13,102.0
Buyeo,1995-03-29,87.0,1995-04-14,103.0,2000-04-19,109.0
Buyeo,1996-03-31,90.0,1996-04-17,107.0,2001-04-15,104.0
Buyeo,1997-03-21,79.0,1997-04-08,97.0,2002-04-07,96.0
Buyeo,1998-03-11,69.0,1998-04-04,93.0,2003-04-05,94.0
Buyeo,1999-03-27,85.0,1999-04-10,99.0,2004-04-08,98.0
Buyeo,2000-03-27,86.0,2000-04-11,101.0,,
Buyeo,2001-03-30,88.0,2001-04-10,99.0,,
Buyeo,2002-03-27,85.0,2002-04-04,93.0,,
Buyeo,2003-03-24,82.0,2003-04-02,91.0,,
Buyeo,2004-03-23,82.0,2004-03-31,90.0,,
Buyeo,2005-03-30,88.0,2005-04-09,98.0,,
Buyeo,2006-03-26,84.0,2006-04-09,98.0,,
Buyeo,2007-03-19,77.0,2007-03-30,88.0,,
Buyeo,2008-03-27,86.0,2008-04-03,93.0,,
Buyeo,,,,,,
Changwon,1986-03-19,77.0,1986-04-05,94.0,1986-04-08,97.0
Changwon,1987-03-14,72.0,1987-03-30,88.0,1987-04-05,94.0
Changwon,1988-03-15,74.0,1988-04-05,95.0,1988-04-10,100.0
Changwon,1989-03-06,64.0,1989-03-30,88.0,1989-04-02,91.0
Changwon,1990-03-05,63.0,1990-03-24,82.0,1990-03-31,89.0
Changwon,1991-03-25,83.0,1991-04-09,98.0,1991-04-13,102.0
Changwon,1992-03-17,76.0,1992-03-27,86.0,1992-04-04,94.0
Changwon,1993-03-11,69.0,1993-03-29,87.0,1993-04-05,94.0
Changwon,1994-03-26,84.0,1994-04-03,92.0,1994-04-09,98.0
Changwon,1995-03-14,72.0,1995-03-30,88.0,2011-04-04,93.0
Changwon,1996-03-12,71.0,1996-04-07,97.0,2012-04-09,99.0
Changwon,1997-03-09,67.0,1997-03-27,85.0,2013-03-29,87.0
Changwon,1998-03-05,63.0,1998-03-25,83.0,2014-04-02,91.0
Changwon,1999-03-11,69.0,1999-03-29,87.0,2016-04-03,93.0
Changwon,2000-03-07,66.0,2000-03-31,90.0,2017-04-01,90.0
Changwon,2001-03-08,66.0,2001-03-27,85.0,2018-03-31,89.0
Changwon,2002-03-04,62.0,2002-03-21,79.0,2019-03-27,85.0
Changwon,2003-02-27,57.0,2003-03-27,85.0,2020-03-26,85.0
Changwon,2004-03-01,60.0,2004-03-22,81.0,2021-03-23,81.0
Changwon,2005-03-14,72.0,2005-04-06,95.0,2022-03-31,89.0
Changwon,2006-03-10,68.0,2006-03-27,85.0,2023-03-27,85.0
Changwon,2007-03-15,73.0,2007-03-27,85.0,2024-03-31,90.0
Changwon,2008-03-17,76.0,2008-03-27,86.0,,
Changwon,2009-03-10,68.0,2009-03-21,79.0,,
Changwon,2010-03-12,70.0,2010-03-29,87.0,,
Changwon,2011-03-14,72.0,2011-04-01,90.0,,
Changwon,2012-03-22,81.0,2012-04-05,95.0,,
Changwon,2013-03-17,75.0,2013-03-22,80.0,,
Changwon,2014-03-06,64.0,2014-03-26,84.0,,
Changwon,2015-03-21,79.0,2015-03-28,86.0,,
Changwon,2016-03-21,80.0,2016-03-28,87.0,,
Changwon,2017-03-14,72.0,2017-03-27,85.0,,
Changwon,2018-03-14,72.0,2018-03-28,86.0,,
Changwon,2019-03-11,69.0,2019-03-21,79.0,,
Changwon,2020-03-09,68.0,2020-03-23,82.0,,
Changwon,2021-03-10,68.0,2021-03-18,76.0,,
Changwon,2022-03-14,72.0,2022-03-27,85.0,,
Changwon,2023-03-11,69.0,2023-03-21,79.0,,
Changwon,2024-03-16,75.0,2024-03-23,82.0,,
Changwon,2025-03-20,78.0,2025-03-27,85.0,2025-04-02,91.0
Cheonan,1984-04-09,99.0,1974-04-19,108.0,1977-04-15,104.0
Cheonan,1985-04-02,91.0,1975-04-17,106.0,1978-04-17,106.0
Cheonan,1986-04-05,94.0,1976-04-13,103.0,1979-04-14,103.0
Cheonan,1987-04-08,97.0,1977-04-11,100.0,1980-04-20,110.0
Cheonan,1988-04-04,94.0,1978-04-15,104.0,1981-04-17,106.0
Cheonan,1989-03-29,87.0,1979-04-12,101.0,1982-04-16,105.0
Cheonan,1990-03-28,86.0,1980-04-17,107.0,1983-04-13,102.0
Cheonan,1991-04-06,95.0,1981-04-14,103.0,1984-04-18,108.0
Cheonan,1992-03-31,90.0,1982-04-13,102.0,1985-04-15,104.0
Cheonan,1993-04-02,91.0,1983-04-11,100.0,1986-04-16,105.0
Cheonan,1994-04-06,95.0,1984-04-15,105.0,1987-04-18,107.0
Cheonan,1995-03-26,84.0,1985-04-11,100.0,1988-04-18,108.0
Cheonan,1996-04-06,96.0,1986-04-12,101.0,1989-04-10,99.0
Cheonan,1997-03-27,85.0,1987-04-13,102.0,1990-04-09,98.0
Cheonan,1998-03-26,84.0,1988-04-12,102.0,1991-04-16,105.0
Cheonan,1999-03-18,76.0,1989-04-08,97.0,1992-04-08,98.0
Cheonan,2000-04-02,92.0,1990-04-06,95.0,1993-04-13,102.0
Cheonan,2001-03-31,89.0,1991-04-12,101.0,1994-04-14,103.0
Cheonan,2002-03-22,80.0,1992-04-04,94.0,2015-04-12,101.0
Cheonan,2003-03-22,80.0,1993-04-09,98.0,,
Cheonan,2004-03-24,83.0,1994-04-11,100.0,,
Cheonan,2005-04-01,90.0,1995-04-10,99.0,,
Cheonan,2006-04-05,94.0,1996-04-22,112.0,,
Cheonan,2007-03-28,86.0,1997-04-09,98.0,,
Cheonan,2008-03-24,83.0,1998-04-06,95.0,,
Cheonan,2009-03-23,81.0,1999-04-11,100.0,,
Cheonan,2010-04-01,90.0,2000-04-15,105.0,,
Cheonan,2011-04-04,93.0,2001-04-09,98.0,,
Cheonan,2012-03-30,89.0,2002-03-30,88.0,,
Cheonan,2013-03-23,81.0,2003-04-07,96.0,,
Cheonan,2014-03-24,82.0,2004-04-05,95.0,,
Cheonan,2015-03-27,85.0,2005-04-10,99.0,,
Cheonan,,,2006-04-10,99.0,,
Cheonan,,,2007-04-06,95.0,,
Cheonan,,,2008-04-14,104.0,,
Cheonan,,,2009-04-04,93.0,,
Cheonan,,,2010-04-10,99.0,,
Cheonan,,,2011-04-13,102.0,,
Cheonan,,,2012-04-16,106.0,,
Cheonan,,,2013-04-15,104.0,,
Cheonan,,,2014-03-31,89.0,,
Cheonan,,,2015-04-08,97.0,,
Cheonan,,,,,,
Cheongju,1973-04-06,95.0,1973-04-10,99.0,1973-04-12,101.0
Cheongju,1974-04-12,101.0,1974-04-16,105.0,1974-04-19,108.0
Cheongju,1975-04-13,102.0,1975-04-16,105.0,1975-04-23,112.0
