region,Hemisphere,seg_index,face,plot_order
putamen_posterior,R,14,medial,1
putamen_anterior,R,13,medial,2
accumbens_core,R,10,medial,3
accumbens_shell,R,9,medial,4
caudate_anterior,R,15,medial,5
caudate_posterior,R,16,medial,6
pallidum_posterior,R,11,medial,7
pallidum_anterior,R,12,medial,8
amygdala_lateral,R,3,medial,9
amygdala_medial,R,4,medial,10
hippocampus_posterior,R,2,medial,11
hippocampus_anterior,R,1,medial,12
thalamus_DP,R,5,medial,13
thalamus_VP,R,6,medial,14
thalamus_DA,R,8,medial,15
thalamus_VA,R,7,medial,16
thalamus_VA,R,7,lateral,17
thalamus_DA,R,8,lateral,18
thalamus_DP,R,5,lateral,19
thalamus_VP,R,6,lateral,20
hippocampus_posterior,R,2,lateral,21
hippocampus_anterior,R,1,lateral,22
amygdala_medial,R,4,lateral,23
amygdala_lateral,R,3,lateral,24
caudate_posterior,R,16,lateral,25
caudate_anterior,R,15,lateral,26
accumbens_core,R,10,lateral,27
putamen_anterior,R,31,lateral,28
putamen_posterior,R,14,lateral,29
