db,indcode,isparent,indname,parentcode
hgnd,A01,True,综合,""
hgnd,A0101,False,行政区划,A01
hgnd,A0102,False,人均主要工农业产品产量,A01
hgnd,A0103,True,法人单位数,A01
hgnd,A010301,False,三次产业法人单位数,A0103
hgnd,A010302,False,分机构类型法人单位数,A0103
hgnd,A010303,False,分行业法人单位数,A0103
hgnd,A0104,True,企业法人单位数,A01
hgnd,A010401,False,按控股情况分企业法人单位数,A0104
hgnd,A010402,False,按登记注册类型分企业法人单位数(-2022),A0104
hgnd,A010403,False,按登记注册统计类别分企业法人单位数(2024-),A0104
hgnd,A0105,True,民族自治地方,A01
hgnd,A010501,False,民族自治地方行政区划,A0105
hgnd,A010502,False,民族自治地方人口,A0105
hgnd,A010503,False,民族自治地方国内生产总值,A0105
hgnd,A010504,False,民族自治地方固定资产投资,A0105
hgnd,A010505,False,民族自治地方财政,A0105
hgnd,A010506,False,民族自治地方农业,A0105
hgnd,A010507,False,民族自治地方工业,A0105
hgnd,A010508,False,民族自治地方建筑业,A0105
hgnd,A010509,False,民族自治地方邮电运输,A0105
hgnd,A01050A,False,民族自治地方国内贸易,A0105
hgnd,A01050B,False,民族自治地方对外经济,A0105
hgnd,A01050C,False,民族自治地方国际旅游,A0105
hgnd,A01050D,False,民族自治地方金融,A0105
hgnd,A01050E,False,民族自治地方教育,A0105
hgnd,A01050F,False,民族自治地方出版数量,A0105
hgnd,A01050G,False,民族自治地方卫生,A0105
hgnd,A01050H,False,民族自治地方社会服务,A0105
hgnd,A02,True,国民经济核算,""
hgnd,A0201,False,国内生产总值,A02
hgnd,A0202,True,国内生产总值指数,A02
hgnd,A020201,False,国内生产总值指数(上年=100),A0202
hgnd,A020202,False,国内生产总值指数(1978年=100),A0202
hgnd,A0203,False,三次产业构成,A02
hgnd,A0204,False,分行业增加值,A02
hgnd,A0205,True,分行业增加值指数,A02
hgnd,A020501,False,分行业增加值指数(上年=100),A0205
hgnd,A020502,False,分行业增加值指数(1978年=100),A0205
hgnd,A0206,False,分行业增加值构成,A02
hgnd,A0207,False,三次产业贡献率,A02
hgnd,A0208,False,三次产业对国内生产总值增长的拉动,A02
hgnd,A0209,False,支出法国内生产总值,A02
hgnd,A020A,False,三大需求对国内生产总值增长的贡献率和拉动,A02
hgnd,A020B,False,居民消费水平,A02
hgnd,A020F,True,资金流量表（非金融交易）,A02
hgnd,A020F01,True,非金融交易,A020F
hgnd,A020F0101,False,资金运用,A020F01
hgnd,A020F0102,False,资金来源,A020F01
hgnd,A020F02,True,非金融企业部门,A020F
hgnd,A020F0201,False,资金运用,A020F02
hgnd,A020F0202,False,资金来源,A020F02
hgnd,A020F03,True,金融机构部门,A020F
hgnd,A020F0301,False,资金运用,A020F03
hgnd,A020F0302,False,资金来源,A020F03
hgnd,A020F04,True,广义政府部门,A020F
hgnd,A020F0401,False,资金运用,A020F04
hgnd,A020F0402,False,资金来源,A020F04
hgnd,A020F05,True,住户部门,A020F
hgnd,A020F0501,False,资金运用,A020F05
hgnd,A020F0502,False,资金来源,A020F05
hgnd,A020F06,True,国内,A020F
hgnd,A020F0601,False,资金运用,A020F06
hgnd,A020F0602,False,资金来源,A020F06
hgnd,A020F07,True,国外,A020F
hgnd,A020F0701,False,资金运用,A020F07
hgnd,A020F0702,False,资金来源,A020F07
hgnd,A020G,True,资金流量表(金融交易),A02
hgnd,A020G01,True,金融交易,A020G
hgnd,A020G0101,False,资金运用,A020G01
hgnd,A020G0102,False,资金来源,A020G01
hgnd,A020G02,True,非金融企业部门,A020G
hgnd,A020G0201,False,资金运用,A020G02
hgnd,A020G0202,False,资金来源,A020G02
hgnd,A020G03,True,金融机构,A020G
hgnd,A020G0301,False,资金运用,A020G03
hgnd,A020G0302,False,资金来源,A020G03
hgnd,A020G04,True,政府部门,A020G
hgnd,A020G0401,False,资金运用,A020G04
hgnd,A020G0402,False,资金来源,A020G04
hgnd,A020G05,True,住户部门,A020G
hgnd,A020G0501,False,资金运用,A020G05
hgnd,A020G0502,False,资金来源,A020G05
hgnd,A020G06,True,国内,A020G
hgnd,A020G0601,False,资金运用,A020G06
hgnd,A020G0602,False,资金来源,A020G06
hgnd,A020G07,True,国外部门,A020G
hgnd,A020G0701,False,资金运用,A020G07
hgnd,A020G0702,False,资金来源,A020G07
hgnd,A020H,True,国际收支平衡表,A02
hgnd,A020H01,True,差额(贷-借),A020H
hgnd,A020H0101,False,经常项目差额(贷-借),A020H01
hgnd,A020H0102,False,资本和金融项目差额(贷-借),A020H01
hgnd,A020H0103,False,储备资产差额(贷-借),A020H01
hgnd,A020H0104,False,净误差与遗漏差额(贷-借),A020H01
hgnd,A020H02,True,贷方,A020H
hgnd,A020H0201,False,贷方经常项目,A020H02
hgnd,A020H0202,False,贷方资本和金融项目,A020H02
hgnd,A020H0203,False,贷方储备资产,A020H02
hgnd,A020H0204,False,贷方净误差与遗漏,A020H02
hgnd,A020H03,True,借方,A020H
hgnd,A020H0301,False,借方经常项目,A020H03
hgnd,A020H0302,False,借方资本和金融项目,A020H03
hgnd,A020H0303,False,借方储备资产,A020H03
hgnd,A020H0304,False,借方净误差与遗漏,A020H03
hgnd,A03,True,人口,""
hgnd,A0301,False,总人口,A03
hgnd,A0302,False,人口出生率、死亡率和自然增长率,A03
hgnd,A0303,False,人口年龄结构和抚养比,A03
hgnd,A0304,False,人口平均预期寿命,A03
hgnd,A0305,False,人口普查人口基本情况,A03
hgnd,A0306,True,人口抽样调查样本数据,A03
hgnd,A030601,False,按年龄分人口数(人口抽样调查),A0306
hgnd,A030602,False,按年龄分男性人口数(人口抽样调查),A0306
hgnd,A030603,False,按年龄分女性人口数(人口抽样调查),A0306
hgnd,A030604,False,按年龄分性别比(人口抽样调查),A0306
hgnd,A030605,False,户数、户人口及户规模(人口抽样调查),A0306
hgnd,A030606,False,按户口登记状况分人口数(人口抽样调查),A0306
hgnd,A030607,False,人口年龄构成和抚养比(人口抽样调查),A0306
hgnd,A030608,False,按婚姻状况分人口数(人口抽样调查),A0306
hgnd,A030609,False,按受教育程度分人口数(人口抽样调查),A0306
hgnd,A03060A,False,15岁及以上文盲人口(人口抽样调查),A0306
hgnd,A03060B,False,按家庭户规模分的户数(人口抽样调查),A0306
hgnd,A03060C,False,按年龄分平均育龄妇女人数(人口抽样调查),A0306
hgnd,A03060D,False,按年龄分出生人数(人口抽样调查),A0306
hgnd,A03060E,False,按年龄分第一孩次出生人口数(人口抽样调查),A0306
hgnd,A03060F,False,按年龄分第二孩次出生人口数(人口抽样调查),A0306
hgnd,A03060G,False,按年龄分第三孩次及以上出生人口数(人口抽样调查),A0306
hgnd,A03060H,False,按年龄分生育率(人口抽样调查),A0306
hgnd,A03060I,False,按年龄分第一孩次生育率(人口抽样调查),A0306
hgnd,A03060J,False,按年龄分第二孩次生育率(人口抽样调查),A0306
hgnd,A03060K,False,按年龄分第三孩次生育率(人口抽样调查),A0306
hgnd,A04,True,就业人员和工资,""
hgnd,A0401,False,劳动力,A04
hgnd,A0402,False,按三次产业分就业人员数,A04
hgnd,A0403,False,按城乡分就业人员数,A04
hgnd,A0404,False,按经济类型分城镇就业人员,A04
hgnd,A0405,False,按经济类型分乡村就业人员,A04
hgnd,A0406,False,按行业分城镇非私营单位就业人员,A04
hgnd,A040P,False,按行业分内资单位就业人员,A04
hgnd,A0407,False,按行业分国有单位就业人员,A04
hgnd,A040Q,False,按行业分港澳台投资单位就业人员,A04
hgnd,A040R,False,按行业分外商投资单位就业人员,A04
hgnd,A0408,False,按行业分城镇集体单位就业人员,A04
hgnd,A0409,False,按行业分其他单位就业人员,A04
hgnd,A040A,False,按行业分私营企业和个体就业人员,A04
hgnd,A040B,False,按行业分城镇私营企业和个体就业人员,A04
hgnd,A040C,False,私营企业就业人员,A04
hgnd,A040D,False,个体就业人员,A04
hgnd,A040E,False,城镇非私营单位就业人员工资总额和指数,A04
hgnd,A040F,False,城镇非私营单位就业人员平均工资和指数,A04
hgnd,A040G,False,按登记注册统计类别分城镇非私营单位就业人员平均工资,A04
hgnd,A040H,False,按行业分城镇非私营单位就业人员工资总额,A04
hgnd,A040I,False,按行业分城镇非私营单位就业人员平均工资,A04
hgnd,A040S,False,按行业分内资单位就业人员平均工资,A04
hgnd,A040J,False,按行业分国有单位就业人员平均工资,A04
hgnd,A040T,False,按行业分港澳台投资单位就业人员平均工资,A04
hgnd,A040U,False,按行业分外商投资单位就业人员平均工资,A04
hgnd,A040K,False,按行业分城镇集体单位就业人员平均工资,A04
hgnd,A040L,False,按行业分其他单位就业人员平均工资,A04
hgnd,A040M,False,按行业分城镇私营单位就业人员平均工资,A04
hgnd,A040N,False,城镇登记失业人员及失业率,A04
