db,indcode,isparent,indname,parentcode
fsnd,A01,True,综合,""
fsnd,A0101,False,行政区划,A01
fsnd,A0102,True,法人单位数,A01
fsnd,A010201,False,三次产业法人单位数,A0102
fsnd,A010202,False,分机构类型法人单位数,A0102
fsnd,A010203,False,分行业法人单位数,A0102
fsnd,A0103,True,企业法人单位数,A01
fsnd,A010301,False,按控股情况分企业法人单位数,A0103
fsnd,A010302,False,按登记注册类型分企业法人单位数（-2022）,A0103
fsnd,A010303,False,按登记注册统计类别分企业法人单位数（2024-）,A0103
fsnd,A02,True,国民经济核算,""
fsnd,A0201,False,地区生产总值,A02
fsnd,A0202,False,地区生产总值指数,A02
fsnd,A0203,False,收入法地区生产总值,A02
fsnd,A0204,False,支出法地区生产总值,A02
fsnd,A0205,False,居民消费水平,A02
fsnd,A03,True,人口,""
fsnd,A0301,False,总人口,A03
fsnd,A0302,False,人口出生率、死亡率和自然增长率,A03
fsnd,A0303,False,人口平均预期寿命,A03
fsnd,A0308,True,人口抽样调查样本数据,A03
fsnd,A030801,False,人口数(人口抽样调查),A0308
fsnd,A030802,False,户数、户人口及户规模(人口抽样调查),A0308
fsnd,A030803,False,按户口登记状况分人口数(人口抽样调查),A0308
fsnd,A030804,False,人口年龄构成和抚养比(人口抽样调查),A0308
fsnd,A030805,False,按婚姻状况分人口数(人口抽样调查),A0308
fsnd,A030806,False,按受教育程度分人口数(人口抽样调查),A0308
fsnd,A030807,False,15岁及以上文盲人口(人口抽样调查),A0308
fsnd,A030808,False,按家庭户规模分的户数(人口抽样调查),A0308
fsnd,A04,True,就业人员和工资,""
fsnd,A0401,False,按行业分城镇单位就业人员,A04
fsnd,A0402,False,按行业分私营企业和个体就业人员,A04
fsnd,A0403,False,按行业分城镇私营企业和个体就业人员,A04
fsnd,A0404,False,私营企业就业人员,A04
fsnd,A0405,False,个体就业人员,A04
fsnd,A0406,False,城镇单位就业人员工资总额和指数,A04
fsnd,A0407,False,城镇单位就业人员平均工资和指数,A04
fsnd,A0408,False,按登记注册类型分城镇单位就业人员平均工资,A04
fsnd,A0409,False,按行业分城镇单位就业人员工资总额,A04
fsnd,A040A,False,按行业分城镇单位就业人员平均工资,A04
fsnd,A040B,False,按行业分城镇私营单位就业人员平均工资,A04
fsnd,A040C,False,城镇登记失业人员及失业率,A04
fsnd,A05,True,固定资产投资和房地产,""
fsnd,A0501,False,按领域分固定资产投资(不含农户)增速（2018-）,A05
fsnd,A0502,False,固定资产投资(不含农户)实际到位资金增长情况,A05
fsnd,A0503,False,按构成和建设性质分固定资产投资(不含农户)增长情况,A05
fsnd,A0504,False,按隶属关系分固定资产投资(不含农户)增长情况,A05
fsnd,A0505,False,按登记注册类型分固定资产投资(不含农户)增长情况,A05
fsnd,A0506,False,按控股情况分固定资产投资(不含农户)增长情况,A05
fsnd,A0507,False,按行业分固定资产投资(不含农户)增长情况（2018-）,A05
fsnd,A0508,False,农村农户固定资产投资比上年增长情况,A05
fsnd,A0509,False,房地产开发企业个数（-2022）,A05
fsnd,A050A,False,房地产开发企业从业人员数（-2022）,A05
fsnd,A050B,False,房地产开发企业土地开发及购置,A05
fsnd,A050C,False,房地产开发企业投资总规模及完成情况,A05
fsnd,A050D,False,按用途分房地产开发企业完成投资,A05
fsnd,A050E,False,房地产开发企业资金来源,A05
fsnd,A050F,False,房地产开发企业房屋建筑面积和造价,A05
fsnd,A050G,False,按用途分房地产开发企业新开工面积,A05
fsnd,A050H,False,按用途分新建商品房销售面积,A05
fsnd,A050I,False,按用途分新建商品房销售额,A05
fsnd,A050J,False,按用途分新建商品房平均销售价格,A05
fsnd,A050K,False,房地产开发企业资产负债,A05
fsnd,A050L,False,房地产开发企业经营情况,A05
fsnd,A050M,False,按项目规模分房地产开发完成投资,A05
fsnd,A050N,False,房地产开发企业成套住宅竣工与销售情况,A05
fsnd,A050O,False,固定资产投资(不含农户)增速,A05
fsnd,A050P,False,房地产开发企业个数（2023-）,A05
fsnd,A050Q,False,房地产开发企业从业人员数（2023-）,A05
fsnd,A06,True,对外经济贸易,""
fsnd,A0601,False,按经营单位所在地分货物进出口总额,A06
fsnd,A0602,False,按境内目的地和货源地分货物进出口总额,A06
fsnd,A0603,False,外商投资企业货物进出口总额,A06
fsnd,A0604,False,外商投资企业年底注册登记情况,A06
fsnd,A07,True,能源,""
fsnd,A0701,False,按行业分国有经济能源工业固定资产投资,A07
fsnd,A0702,False,能源工业分行业投资,A07
fsnd,A0703,False,主要能源产品产量,A07
fsnd,A0704,False,城市能源产品供应,A07
fsnd,A0705,False,城市集中供热,A07
fsnd,A0706,False,主要能源产品消费量,A07
fsnd,A0707,False,能源消耗指标,A07
fsnd,A08,True,财政,""
fsnd,A0801,False,地方财政收入,A08
fsnd,A0802,False,地方财政支出,A08
fsnd,A09,True,价格指数,""
fsnd,A0901,False,居民消费价格指数和商品零售价格指数(上年=100),A09
fsnd,A090A,False,居民消费价格分类指数(上年=100)(2021-),A09
fsnd,A090B,False,居民消费价格分类指数(上年=100)(2016-2020),A09
fsnd,A0902,False,居民消费价格分类指数(上年=100)(-2015),A09
fsnd,A0903,False,农村居民消费价格分类指数(上年=100),A09
fsnd,A0904,False,商品零售价格分类指数(上年=100),A09
fsnd,A0905,False,农村商品零售价格指数(上年=100),A09
fsnd,A0906,False,农业生产资料价格分类指数(上年=100),A09
fsnd,A0907,False,农产品生产价格指数(上年=100),A09
fsnd,A0908,False,工业生产者出厂价格指数(上年=100),A09
fsnd,A0909,False,固定资产投资价格指数(上年=100),A09
fsnd,A0A,True,人民生活,""
fsnd,A0A01,False,居民人均可支配收入,A0A
fsnd,A0A02,False,居民人均消费支出,A0A
fsnd,A0A03,False,全体居民主要食品消费量,A0A
fsnd,A0A04,False,城镇居民主要食品消费量,A0A
fsnd,A0A05,False,农村居民主要食品消费量,A0A
fsnd,A0A06,False,全体居民年末主要耐用消费品拥有量,A0A
fsnd,A0A07,False,城镇居民年末主要耐用消费品拥有量,A0A
fsnd,A0A08,False,农村居民年末主要耐用消费品拥有量,A0A
fsnd,A0B,True,城市概况,""
fsnd,A0B01,False,全部地级及以上城市数,A0B
fsnd,A0B02,False,城市建设,A0B
fsnd,A0B03,False,城市供水,A0B
fsnd,A0B04,False,城市燃气,A0B
fsnd,A0B05,False,城市集中供热,A0B
fsnd,A0B06,False,城市市政设施,A0B
fsnd,A0B07,False,城市公共交通,A0B
fsnd,A0B08,False,城市绿地和园林,A0B
fsnd,A0B09,False,城市市容环境卫生,A0B
fsnd,A0B0A,False,城市设施水平,A0B
fsnd,A0C,True,资源和环境,""
fsnd,A0C01,False,主要能源、黑色金属矿产基础储量,A0C
fsnd,A0C02,False,主要有色金属、非金属矿产基础储量,A0C
fsnd,A0C03,False,水资源,A0C
fsnd,A0C04,False,供水用水情况,A0C
fsnd,A0C05,False,废水中主要污染物排放情况,A0C
fsnd,A0C06,False,废气中主要污染物排放,A0C
fsnd,A0C08,False,城市生活垃圾清运和处理情况,A0C
fsnd,A0C0A,False,森林资源,A0C
fsnd,A0C0B,False,造林面积,A0C
fsnd,A0C0C,False,林业重点工程造林面积,A0C
fsnd,A0C0D,False,草原建设利用,A0C
fsnd,A0C0G,False,自然保护基本情况,A0C
fsnd,A0C0H,False,自然灾害,A0C
fsnd,A0C0I,False,地质灾害及防治,A0C
fsnd,A0C0J,False,森林火灾,A0C
fsnd,A0C0K,False,森林病虫鼠害防治,A0C
fsnd,A0C0L,False,突发环境事件情况,A0C
fsnd,A0C0M,False,地震灾害,A0C
fsnd,A0C0N,False,工业污染治理投资完成情况,A0C
fsnd,A0C0O,False,林业投资资金来源,A0C
fsnd,A0C0P,False,林业投资,A0C
fsnd,A0D,True,农业,""
fsnd,A0D01,False,农村基层组织情况,A0D
fsnd,A0D02,False,乡村户数和乡村人口,A0D
fsnd,A0D03,False,乡村从业人员,A0D
fsnd,A0D05,False,农、林、牧、渔业总产值及指数,A0D
fsnd,A0D0G,False,主要农业机械年末拥有量,A0D
fsnd,A0D0H,False,有效灌溉面积、农用化肥施用量、农村水电站及用电量,A0D
fsnd,A0D0I,False,农村水电建设和发电量,A0D
fsnd,A0D0J,False,水利设施和除涝面积,A0D
fsnd,A0D0K,False,农用柴油和农药使用量,A0D
fsnd,A0D0L,False,农用塑料薄膜使用量,A0D
fsnd,A0D0M,False,农村居民家庭生产性固定资产原值,A0D
fsnd,A0D0N,False,农村居民家庭平均每百户拥有主要生产性固定资产数量,A0D
fsnd,A0D0O,False,农村居民家庭土地经营情况,A0D
fsnd,A0D0P,False,主要农作物播种面积,A0D
fsnd,A0D0Q,False,主要农作物产品产量,A0D
fsnd,A0D0R,False,主要农作物单位面积产量,A0D
fsnd,A0D0S,False,果园面积,A0D
fsnd,A0D0T,False,瓜果类面积,A0D
fsnd,A0D0U,False,茶园面积,A0D
fsnd,A0D0V,False,茶叶、水果产量,A0D
fsnd,A0D0W,False,瓜果类单位面积产量,A0D
fsnd,A0D0X,False,主要林产品产量,A0D
fsnd,A0D0Y,False,牲畜饲养,A0D
fsnd,A0D0Z,False,牲畜出栏量,A0D
fsnd,A0D10,False,畜产品产量,A0D
fsnd,A0D11,False,水产品产量,A0D
fsnd,A0D12,False,农村居民家庭平均每人出售主要农产品,A0D
fsnd,A0D13,False,农村居民家庭平均每人出售主要畜产品及水产品,A0D
fsnd,A0D14,False,按人口平均的主要农产品产量,A0D
fsnd,A0D15,False,平均每一农业劳动力生产的主要农产品,A0D
fsnd,A0D17,False,水产养殖面积,A0D
fsnd,A0D18,False,受灾和成灾面积,A0D
fsnd,A0E,True,工业,""
fsnd,A0E0C,False,规模以上工业企业主要经济指标（2023-至今）,A0E
fsnd,A0E01,False,规模以上工业企业主要经济指标（-2022）,A0E
fsnd,A0E0D,False,国有控股工业企业主要经济指标（2023-至今）,A0E
